threads,mean
1,65.63897090427
2,33.29890081627
3,23.00866060302
4,17.40960155677
5,14.29701958652
6,12.16598499852
7,11.90774651702
8,11.41986468727
9,10.96685826477
10,10.57476911552
11,10.29432175977
12,9.73300092152
13,9.91619980427
14,9.73835806552
15,9.80159704777
16,10.21385095702
